Goals,Level,Days,Time,Equipments,Gender,Workout
Build Muscle,Beginner,6,57.5,"['Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Male,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Incline Smith Machine Bench Press', 'sets': 3, 'reps': 9}, {'exercise': 'Dips', 'sets': 3, 'reps': 13}, {'exercise': 'Seated Arnold Press', 'sets': 4, 'reps': 10}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Cable Overhead Tricep Extension', 'sets': 4, 'reps': 14}], [{'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Cable Row', 'sets': 4, 'reps': 10}, {'exercise': 'Pull Up', 'sets': 3, 'reps': 10}, {'exercise': 'Inverted Row', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Curl', 'sets': 4, 'reps': 13}], [{'exercise': 'Leg Press', 'sets': 4, 'reps': 9}, {'exercise': 'Smith Machine Front Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 10}, {'exercise': 'Lying Leg Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Bodyweight Hip Thrust', 'sets': 3, 'reps': 13}, {'exercise': 'Standing Calf Raise', 'sets': 4, 'reps': 15}], [{'exercise': 'Standing Dumbbell Press', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Lateral Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Lateral Raise Machine', 'sets': 3, 'reps': 14}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Push Ups', 'sets': 4, 'reps': 13}, {'exercise': 'Lying Dumbbell Tricep Extensions', 'sets': 4, 'reps': 14}], [{'exercise': 'Lat Pull Down', 'sets': 4, 'reps': 10}, {'exercise': 'Cable Face Pull', 'sets': 4, 'reps': 13}, {'exercise': 'Smith Machine Row', 'sets': 4, 'reps': 9}, {'exercise': 'Straight Arm Lat Pull Down', 'sets': 4, 'reps': 13}, {'exercise': 'Cable Curl', 'sets': 4, 'reps': 13}], [{'exercise': 'Dumbbell Rear Lunge', 'sets': 4, 'reps': 10}, {'exercise': 'Goblet Squat', 'sets': 4, 'reps': 12}, {'exercise': 'Seated Leg Curl', 'sets': 3, 'reps': 13}, {'exercise': 'Dumbbell Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Glute Hyperextension', 'sets': 3, 'reps': 14}, {'exercise': 'Leg Press Calf Press', 'sets': 4, 'reps': 15}]]"
Build Muscle,Beginner,6,57.5,"['Bodyweight', 'Cables', 'Dumbbells', 'Machines']",Female,"[[{'exercise': 'Dumbbell Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Incline Smith Machine Bench Press', 'sets': 3, 'reps': 9}, {'exercise': 'Dips', 'sets': 3, 'reps': 13}, {'exercise': 'Seated Arnold Press', 'sets': 4, 'reps': 10}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Cable Overhead Tricep Extension', 'sets': 4, 'reps': 14}], [{'exercise': 'Dumbbell Row', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Cable Row', 'sets': 4, 'reps': 10}, {'exercise': 'Pull Up', 'sets': 3, 'reps': 10}, {'exercise': 'Inverted Row', 'sets': 3, 'reps': 10}, {'exercise': 'Dumbbell Curl', 'sets': 4, 'reps': 13}], [{'exercise': 'Leg Press', 'sets': 4, 'reps': 9}, {'exercise': 'Smith Machine Front Squat', 'sets': 4, 'reps': 9}, {'exercise': 'Dumbbell Stiff Leg Deadlift', 'sets': 4, 'reps': 10}, {'exercise': 'Lying Leg Curl', 'sets': 3, 'reps': 10}, {'exercise': 'Bodyweight Hip Thrust', 'sets': 3, 'reps': 13}, {'exercise': 'Standing Calf Raise', 'sets': 4, 'reps': 15}], [{'exercise': 'Standing Dumbbell Press', 'sets': 4, 'reps': 10}, {'exercise': 'Seated Lateral Raise', 'sets': 3, 'reps': 13}, {'exercise': 'Lateral Raise Machine', 'sets': 3, 'reps': 14}, {'exercise': 'Incline Dumbbell Bench Press', 'sets': 4, 'reps': 10}, {'exercise': 'Push Ups', 'sets': 4, 'reps': 13}, {'exercise': 'Lying Dumbbell Tricep Extensions', 'sets': 4, 'reps': 14}], [{'exercise': 'Lat Pull Down', 'sets': 4, 'reps': 10}, {'exercise': 'Cable Face Pull', 'sets': 4, 'reps': 13}, {'exercise': 'Smith Machine Row', 'sets': 4, 'reps': 9}, {'exercise': 'Straight Arm Lat Pull Down', 'sets': 4, 'reps': 13}, {'exercise': 'Cable Curl', 'sets': 4, 'reps': 13}], [{'exercise': 'Dumbbell Rear Lunge', 'sets': 4, 'reps': 10}, {'exercise': 'Goblet Squat', 'sets': 4, 'reps': 12}, {'exercise': 'Seated Leg Curl', 'sets': 3, 'reps': 13}, {'exercise': 'Dumbbell Deadlift', 'sets': 3, 'reps': 10}, {'exercise': 'Glute Hyperextension', 'sets': 3, 'reps': 14}, {'exercise': 'Leg Press Calf Press', 'sets': 4, 'reps': 15}]]"
Build Muscle,Beginner,3,30.0,"['Bands', 'Barbell', 'Bodyweight']",Male,"[[{'exercise': 'Alternating Front & Back Shoulder Barbell Press', 'sets': 4, 'reps': 10}, {'exercise': 'Band Lateral Raise', 'sets': 3, 'reps': 10}, {'exercise': 'Band Pull-Apart', 'sets': 3, 'reps': 10}, {'exercise': 'Band Fly', 'sets': 3, 'reps': 12}, {'exercise': 'Lying Barbell Tricep Extension', 'sets': 3, 'reps': 12}, {'exercise': 'Band Pushup', 'sets': 7, 'reps': 100}], [{'exercise': 'Barbell Pullover', 'sets': 4, 'reps': 10}, {'exercise': 'Band Bent-Over Row', 'sets': 3, 'reps': 10}, {'exercise': 'Band Pulldown', 'sets': 3, 'reps': 10}, {'exercise': 'Close-Grip Barbell Curl', 'sets': 2, 'reps': 10}, {'exercise': 'Wide-Grip Barbell Curl', 'sets': 2, 'reps': 10}, {'exercise': 'Band Single Arm Curl', 'sets': 3, 'reps': 12}, {'exercise': 'Band Shrug', 'sets': 7, 'reps': 100}], [{'exercise': 'Barbell Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Pistol Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Banded Good Morning', 'sets': 3, 'reps': 10}, {'exercise': 'Deficit Stiff', 'sets': 3, 'reps': 10}, {'exercise': 'Barbell Walking Lunge', 'sets': 3, 'reps': 12}, {'exercise': 'Standing Calf Raise', 'sets': 7, 'reps': 100}, {'exercise': 'Crunch', 'sets': 5, 'reps': 10}, {'exercise': 'Lying Leg Raise', 'sets': 5, 'reps': 10}]]"
Build Muscle,Beginner,3,30.0,"['Bands', 'Barbell', 'Bodyweight']",Female,"[[{'exercise': 'Alternating Front & Back Shoulder Barbell Press', 'sets': 4, 'reps': 10}, {'exercise': 'Band Lateral Raise', 'sets': 3, 'reps': 10}, {'exercise': 'Band Pull-Apart', 'sets': 3, 'reps': 10}, {'exercise': 'Band Fly', 'sets': 3, 'reps': 12}, {'exercise': 'Lying Barbell Tricep Extension', 'sets': 3, 'reps': 12}, {'exercise': 'Band Pushup', 'sets': 7, 'reps': 100}], [{'exercise': 'Barbell Pullover', 'sets': 4, 'reps': 10}, {'exercise': 'Band Bent-Over Row', 'sets': 3, 'reps': 10}, {'exercise': 'Band Pulldown', 'sets': 3, 'reps': 10}, {'exercise': 'Close-Grip Barbell Curl', 'sets': 2, 'reps': 10}, {'exercise': 'Wide-Grip Barbell Curl', 'sets': 2, 'reps': 10}, {'exercise': 'Band Single Arm Curl', 'sets': 3, 'reps': 12}, {'exercise': 'Band Shrug', 'sets': 7, 'reps': 100}], [{'exercise': 'Barbell Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Pistol Squat', 'sets': 3, 'reps': 10}, {'exercise': 'Banded Good Morning', 'sets': 3, 'reps': 10}, {'exercise': 'Deficit Stiff', 'sets': 3, 'reps': 10}, {'exercise': 'Barbell Walking Lunge', 'sets': 3, 'reps': 12}, {'exercise': 'Standing Calf Raise', 'sets': 7, 'reps': 100}, {'exercise': 'Crunch', 'sets': 5, 'reps': 10}, {'exercise': 'Lying Leg Raise', 'sets': 5, 'reps': 10}]]"
Lose Fat,Intermediate,2,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines', 'Other']",Male,"[[{'exercise': 'Sandbag Situps', 'sets': 1, 'reps': 50}, {'exercise': 'Oblique Crunches (each side)', 'sets': 1, 'reps': 30}, {'exercise': 'X Lunges holding dumbbells', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Preacher Curl (machine or free weight)', 'sets': 1, 'reps': 30}, {'exercise': 'Seated Calf Raises', 'sets': 1, 'reps': 40}, {'exercise': 'Jumping Lunges', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Shoulder Press Machine', 'sets': 1, 'reps': 30}, {'exercise': 'Tricep Machine', 'sets': 1, 'reps': 30}, {'exercise': 'Seated Leg Curls', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Inner Leg Machine', 'sets': 1, 'reps': 40}, {'exercise': 'Assisted Pull Ups', 'sets': 1, 'reps': 30}, {'exercise': 'Lunges', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Leg Raises', 'sets': 1, 'reps': 30}, {'exercise': 'Jump Rope', 'sets': 1, 'reps': 3}, {'exercise': 'Smith Machine Pull Ups', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Mountain Climbers', 'sets': 1, 'reps': 30}, {'exercise': 'Push Ups on Smith Machine Barbell', 'sets': 1, 'reps': 30}, {'exercise': 'Outer Leg Raises on Mat', 'sets': 1, 'reps': 30}, {'exercise': 'Butt Kicks (weighted)', 'sets': 1, 'reps': 50}], [{'exercise': 'Knee Raise', 'sets': 1, 'reps': 30}, {'exercise': 'Rope Tricep Push down', 'sets': 1, 'reps': 25}, {'exercise': 'Seated Rows', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Outer Leg Machine', 'sets': 1, 'reps': 30}, {'exercise': 'Leg Press', 'sets': 1, 'reps': 25}, {'exercise': 'Standing Calf Raises', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Static Crunch', 'sets': 1, 'reps': 3}, {'exercise': 'Seated Ball Dumbbell Shoulder Press', 'sets': 1, 'reps': 25}, {'exercise': 'Leg Extensions', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Muffin Tops', 'sets': 1, 'reps': 30}, {'exercise': 'Lat Pull Down', 'sets': 1, 'reps': 25}, {'exercise': 'Ball Chest Flys', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Rope Upright Rows', 'sets': 1, 'reps': 25}, {'exercise': 'Standing on One Foot Hammer Curls', 'sets': 1, 'reps': 10}, {'exercise': 'Dumbbell Lat Raises', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Hyper-Extension', 'sets': 1, 'reps': 30}, {'exercise': 'Plank (Hover)', 'sets': 1, 'reps': 15}, {'exercise': 'Fireman Butt Kicks', 'sets': 1, 'reps': 50}]]"
Lose Fat,Intermediate,2,67.5,"['Barbell', 'Bodyweight', 'Cables', 'Dumbbells', 'EZ Bar', 'Machines', 'Other']",Female,"[[{'exercise': 'Sandbag Situps', 'sets': 1, 'reps': 50}, {'exercise': 'Oblique Crunches (each side)', 'sets': 1, 'reps': 30}, {'exercise': 'X Lunges holding dumbbells', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Preacher Curl (machine or free weight)', 'sets': 1, 'reps': 30}, {'exercise': 'Seated Calf Raises', 'sets': 1, 'reps': 40}, {'exercise': 'Jumping Lunges', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Shoulder Press Machine', 'sets': 1, 'reps': 30}, {'exercise': 'Tricep Machine', 'sets': 1, 'reps': 30}, {'exercise': 'Seated Leg Curls', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Inner Leg Machine', 'sets': 1, 'reps': 40}, {'exercise': 'Assisted Pull Ups', 'sets': 1, 'reps': 30}, {'exercise': 'Lunges', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Leg Raises', 'sets': 1, 'reps': 30}, {'exercise': 'Jump Rope', 'sets': 1, 'reps': 3}, {'exercise': 'Smith Machine Pull Ups', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Mountain Climbers', 'sets': 1, 'reps': 30}, {'exercise': 'Push Ups on Smith Machine Barbell', 'sets': 1, 'reps': 30}, {'exercise': 'Outer Leg Raises on Mat', 'sets': 1, 'reps': 30}, {'exercise': 'Butt Kicks (weighted)', 'sets': 1, 'reps': 50}], [{'exercise': 'Knee Raise', 'sets': 1, 'reps': 30}, {'exercise': 'Rope Tricep Push down', 'sets': 1, 'reps': 25}, {'exercise': 'Seated Rows', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Outer Leg Machine', 'sets': 1, 'reps': 30}, {'exercise': 'Leg Press', 'sets': 1, 'reps': 25}, {'exercise': 'Standing Calf Raises', 'sets': 1, 'reps': 30}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Static Crunch', 'sets': 1, 'reps': 3}, {'exercise': 'Seated Ball Dumbbell Shoulder Press', 'sets': 1, 'reps': 25}, {'exercise': 'Leg Extensions', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Muffin Tops', 'sets': 1, 'reps': 30}, {'exercise': 'Lat Pull Down', 'sets': 1, 'reps': 25}, {'exercise': 'Ball Chest Flys', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Rope Upright Rows', 'sets': 1, 'reps': 25}, {'exercise': 'Standing on One Foot Hammer Curls', 'sets': 1, 'reps': 10}, {'exercise': 'Dumbbell Lat Raises', 'sets': 1, 'reps': 25}, {'exercise': 'Cardio (Eliptical or Tredmill)', 'sets': 1, 'reps': 5}, {'exercise': 'Hyper-Extension', 'sets': 1, 'reps': 30}, {'exercise': 'Plank (Hover)', 'sets': 1, 'reps': 15}, {'exercise': 'Fireman Butt Kicks', 'sets': 1, 'reps': 50}]]"
Lose Fat,Beginner,2,20.0,['Bodyweight'],Male,"[[{'exercise': 'Forward Lunge', 'sets': 45, 'reps': 15}, {'exercise': 'Bodyweight Squat', 'sets': 45, 'reps': 15}, {'exercise': 'Mountain Climber', 'sets': 45, 'reps': 15}, {'exercise': 'Running in Place', 'sets': 45, 'reps': 15}, {'exercise': 'Burpees', 'sets': 45, 'reps': 15}, {'exercise': 'High Kick', 'sets': 45, 'reps': 15}, {'exercise': 'Hand Chest Press and Row', 'sets': 45, 'reps': 15}, {'exercise': 'Sit Up', 'sets': 45, 'reps': 15}, {'exercise': 'Bicycles', 'sets': 45, 'reps': 1}]]"
Lose Fat,Beginner,2,20.0,['Bodyweight'],Female,"[[{'exercise': 'Forward Lunge', 'sets': 45, 'reps': 15}, {'exercise': 'Bodyweight Squat', 'sets': 45, 'reps': 15}, {'exercise': 'Mountain Climber', 'sets': 45, 'reps': 15}, {'exercise': 'Running in Place', 'sets': 45, 'reps': 15}, {'exercise': 'Burpees', 'sets': 45, 'reps': 15}, {'exercise': 'High Kick', 'sets': 45, 'reps': 15}, {'exercise': 'Hand Chest Press and Row', 'sets': 45, 'reps': 15}, {'exercise': 'Sit Up', 'sets': 45, 'reps': 15}, {'exercise': 'Bicycles', 'sets': 45, 'reps': 1}]]"
Lose Fat,Beginner,3,45.0,"['Bodyweight', 'Kettle Bells']",Male,"[[{'exercise': 'One Arm Row', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Reverse Fly', 'sets': 3, 'reps': 20}, {'exercise': 'Push Up', 'sets': 3, 'reps': 20}, {'exercise': 'Single Arm Kettlebell Fly', 'sets': 3, 'reps': 20}, {'exercise': 'Single Arm Lateral Raise', 'sets': 3, 'reps': 20}, {'exercise': 'Concentration Curl', 'sets': 2, 'reps': 20}, {'exercise': 'Overhead Kettlebell Extension', 'sets': 2, 'reps': 20}], [{'exercise': 'Goblet Squat', 'sets': 4, 'reps': 20}, {'exercise': 'Single Arm Kettlebell Deadlift', 'sets': 4, 'reps': 20}, {'exercise': 'Walking Lunge +', 'sets': 3, 'reps': 10}, {'exercise': 'Standing Calf Raise', 'sets': 4, 'reps': 25}, {'exercise': 'Weighted Twisting Sit Up', 'sets': 3, 'reps': 10}, {'exercise': 'Reverse Crunch', 'sets': 3, 'reps': 20}], [{'exercise': 'Push Up', 'sets': 1, 'reps': 100}, {'exercise': 'Kettlebell Pullover', 'sets': 1, 'reps': 100}, {'exercise': 'Squat Jump', 'sets': 1, 'reps': 100}, {'exercise': 'Kettlebell Swing', 'sets': 1, 'reps': 100}, {'exercise': 'Standing Kettlebell Twist', 'sets': 1, 'reps': 100}]]"
Lose Fat,Beginner,3,45.0,"['Bodyweight', 'Kettle Bells']",Female,"[[{'exercise': 'One Arm Row', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Reverse Fly', 'sets': 3, 'reps': 20}, {'exercise': 'Push Up', 'sets': 3, 'reps': 20}, {'exercise': 'Single Arm Kettlebell Fly', 'sets': 3, 'reps': 20}, {'exercise': 'Single Arm Lateral Raise', 'sets': 3, 'reps': 20}, {'exercise': 'Concentration Curl', 'sets': 2, 'reps': 20}, {'exercise': 'Overhead Kettlebell Extension', 'sets': 2, 'reps': 20}], [{'exercise': 'Goblet Squat', 'sets': 4, 'reps': 20}, {'exercise': 'Single Arm Kettlebell Deadlift', 'sets': 4, 'reps': 20}, {'exercise': 'Walking Lunge +', 'sets': 3, 'reps': 10}, {'exercise': 'Standing Calf Raise', 'sets': 4, 'reps': 25}, {'exercise': 'Weighted Twisting Sit Up', 'sets': 3, 'reps': 10}, {'exercise': 'Reverse Crunch', 'sets': 3, 'reps': 20}], [{'exercise': 'Push Up', 'sets': 1, 'reps': 100}, {'exercise': 'Kettlebell Pullover', 'sets': 1, 'reps': 100}, {'exercise': 'Squat Jump', 'sets': 1, 'reps': 100}, {'exercise': 'Kettlebell Swing', 'sets': 1, 'reps': 100}, {'exercise': 'Standing Kettlebell Twist', 'sets': 1, 'reps': 100}]]"
Lose Fat,Beginner,2,45.0,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Male,"[[], [{'exercise': 'Barbell Squat', 'sets': 1, 'reps': 18}, {'exercise': 'Lying Leg Curl', 'sets': 1, 'reps': 11}, {'exercise': 'Walking Dumbbell Lunge', 'sets': 1, 'reps': 11}, {'exercise': 'Leg Press', 'sets': 1, 'reps': 18}, {'exercise': 'Stiff', 'sets': 1, 'reps': 11}, {'exercise': 'Alternating Dumbbell Bench Step', 'sets': 1, 'reps': 11}, {'exercise': 'Leg Extension', 'sets': 1, 'reps': 18}, {'exercise': 'Weighted Hyperextensions', 'sets': 1, 'reps': 14}, {'exercise': 'Alternating Forward DB Lunge', 'sets': 1, 'reps': 11}], [{'exercise': 'Barbell Incline Press', 'sets': 3, 'reps': 9}, {'exercise': '180 Degree Jump Turns', 'sets': 3, 'reps': 14}, {'exercise': 'Wide Grip Pull', 'sets': 3, 'reps': 15}, {'exercise': 'Vertical Jumps', 'sets': 3, 'reps': 14}, {'exercise': 'Wide Grip Upright Barbell Row', 'sets': 3, 'reps': 9}, {'exercise': 'Broad Jumps', 'sets': 3, 'reps': 11}, {'exercise': 'Incline Overhead Dumbbell Extension', 'sets': 2, 'reps': 11}, {'exercise': 'Split Jumps', 'sets': 2, 'reps': 14}, {'exercise': 'Standing Alternating Dumbbell Curl', 'sets': 2, 'reps': 11}, {'exercise': 'Lateral Bound', 'sets': 2, 'reps': 14}, {'exercise': 'Hanging Straight Leg Raise', 'sets': 2, 'reps': 15}, {'exercise': 'Box Jumps', 'sets': 2, 'reps': 9}]]"
Lose Fat,Beginner,2,45.0,"['Barbell', 'Bodyweight', 'Dumbbells', 'Machines']",Female,"[[], [{'exercise': 'Barbell Squat', 'sets': 1, 'reps': 18}, {'exercise': 'Lying Leg Curl', 'sets': 1, 'reps': 11}, {'exercise': 'Walking Dumbbell Lunge', 'sets': 1, 'reps': 11}, {'exercise': 'Leg Press', 'sets': 1, 'reps': 18}, {'exercise': 'Stiff', 'sets': 1, 'reps': 11}, {'exercise': 'Alternating Dumbbell Bench Step', 'sets': 1, 'reps': 11}, {'exercise': 'Leg Extension', 'sets': 1, 'reps': 18}, {'exercise': 'Weighted Hyperextensions', 'sets': 1, 'reps': 14}, {'exercise': 'Alternating Forward DB Lunge', 'sets': 1, 'reps': 11}], [{'exercise': 'Barbell Incline Press', 'sets': 3, 'reps': 9}, {'exercise': '180 Degree Jump Turns', 'sets': 3, 'reps': 14}, {'exercise': 'Wide Grip Pull', 'sets': 3, 'reps': 15}, {'exercise': 'Vertical Jumps', 'sets': 3, 'reps': 14}, {'exercise': 'Wide Grip Upright Barbell Row', 'sets': 3, 'reps': 9}, {'exercise': 'Broad Jumps', 'sets': 3, 'reps': 11}, {'exercise': 'Incline Overhead Dumbbell Extension', 'sets': 2, 'reps': 11}, {'exercise': 'Split Jumps', 'sets': 2, 'reps': 14}, {'exercise': 'Standing Alternating Dumbbell Curl', 'sets': 2, 'reps': 11}, {'exercise': 'Lateral Bound', 'sets': 2, 'reps': 14}, {'exercise': 'Hanging Straight Leg Raise', 'sets': 2, 'reps': 15}, {'exercise': 'Box Jumps', 'sets': 2, 'reps': 9}]]"
Lose Fat,Beginner,4,45.0,['Bodyweight'],Male,"[[{'exercise': 'One Arm Row', 'sets': 5, 'reps': 20}, {'exercise': 'Bent-Over Rear Lateral Raise', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Upright Row', 'sets': 3, 'reps': 20}, {'exercise': 'Seated Dumbbell Curl', 'sets': 3, 'reps': 20}, {'exercise': 'Hammer Curl', 'sets': 3, 'reps': 20}, {'exercise': 'Single Arm Dumbbell Shrug', 'sets': 3, 'reps': 30}], [{'exercise': 'Split Squat', 'sets': 3, 'reps': 20}, {'exercise': 'Single Stiff-Leg Deadlift', 'sets': 3, 'reps': 20}, {'exercise': 'Walking Lunge', 'sets': 3, 'reps': 20}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 30}, {'exercise': 'Weighted Crunch', 'sets': 3, 'reps': 20}, {'exercise': 'Superman', 'sets': 3, 'reps': 30}], [{'exercise': 'Floor Dumbbell Press', 'sets': 5, 'reps': 20}, {'exercise': 'Floor Dumbbell Fly', 'sets': 3, 'reps': 20}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Overhead Extension', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Kickback', 'sets': 3, 'reps': 20}, {'exercise': 'Close Grip Push Up', 'sets': 3, 'reps': 20}], [{'exercise': 'Dumbbell Standing Calf Raise', 'sets': 1, 'reps': 60}, {'exercise': 'Stiff-Leg Deadlift', 'sets': 1, 'reps': 30}, {'exercise': 'Bodyweight Squat Jumps', 'sets': 1, 'reps': 60}, {'exercise': 'Lying Leg Raise', 'sets': 1, 'reps': 30}, {'exercise': 'Plank', 'sets': 1, 'reps': 60}, {'exercise': 'Dumbbell Pullover', 'sets': 1, 'reps': 30}, {'exercise': 'Push Up', 'sets': 1, 'reps': 60}, {'exercise': 'Arnold Press', 'sets': 1, 'reps': 30}, {'exercise': 'Dumbbell Curl', 'sets': 1, 'reps': 60}]]"
Lose Fat,Beginner,4,45.0,['Bodyweight'],Female,"[[{'exercise': 'One Arm Row', 'sets': 5, 'reps': 20}, {'exercise': 'Bent-Over Rear Lateral Raise', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Upright Row', 'sets': 3, 'reps': 20}, {'exercise': 'Seated Dumbbell Curl', 'sets': 3, 'reps': 20}, {'exercise': 'Hammer Curl', 'sets': 3, 'reps': 20}, {'exercise': 'Single Arm Dumbbell Shrug', 'sets': 3, 'reps': 30}], [{'exercise': 'Split Squat', 'sets': 3, 'reps': 20}, {'exercise': 'Single Stiff-Leg Deadlift', 'sets': 3, 'reps': 20}, {'exercise': 'Walking Lunge', 'sets': 3, 'reps': 20}, {'exercise': 'Seated Calf Raise', 'sets': 3, 'reps': 30}, {'exercise': 'Weighted Crunch', 'sets': 3, 'reps': 20}, {'exercise': 'Superman', 'sets': 3, 'reps': 30}], [{'exercise': 'Floor Dumbbell Press', 'sets': 5, 'reps': 20}, {'exercise': 'Floor Dumbbell Fly', 'sets': 3, 'reps': 20}, {'exercise': 'Lateral Raise', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Overhead Extension', 'sets': 3, 'reps': 20}, {'exercise': 'One Arm Kickback', 'sets': 3, 'reps': 20}, {'exercise': 'Close Grip Push Up', 'sets': 3, 'reps': 20}], [{'exercise': 'Dumbbell Standing Calf Raise', 'sets': 1, 'reps': 60}, {'exercise': 'Stiff-Leg Deadlift', 'sets': 1, 'reps': 30}, {'exercise': 'Bodyweight Squat Jumps', 'sets': 1, 'reps': 60}, {'exercise': 'Lying Leg Raise', 'sets': 1, 'reps': 30}, {'exercise': 'Plank', 'sets': 1, 'reps': 60}, {'exercise': 'Dumbbell Pullover', 'sets': 1, 'reps': 30}, {'exercise': 'Push Up', 'sets': 1, 'reps': 60}, {'exercise': 'Arnold Press', 'sets': 1, 'reps': 30}, {'exercise': 'Dumbbell Curl', 'sets': 1, 'reps': 60}]]"
Lose Fat,Beginner,3,40.0,"['Bodyweight', 'Dumbbells']",Male,[[]]
Lose Fat,Beginner,3,40.0,"['Bodyweight', 'Dumbbells']",Female,[[]]
Lose Fat,Beginner,3,45.0,"['Bodyweight', 'Kettle Bells']",Male,[[]]
Lose Fat,Beginner,3,45.0,"['Bodyweight', 'Kettle Bells']",Female,[[]]
